ANO_ELEICAO,SIGLA_UF,NOME_MUNICIPIO,NOME_CANDIDATO,SIGLA_PARTIDO,NUMERO_CAND,TOTAL_VOTOS
2014,MG,BELO HORIZONTE,MARILIA GONCALVES ANDRADE DE OLIVEIRA,PTC,3633,262
2014,MG,BELO HORIZONTE,MARILIA RIBEIRO SIMIM,PT do B,7047,33
2014,MG,BELO HORIZONTE,MARILZA ALVES DE FIGUEIREDO,PSC,2030,95
2014,MG,BELO HORIZONTE,MARIO LUCIO HERINGER,PDT,1234,10571
2014,MG,BELO HORIZONTE,MARLUCE RODRIGUES PEREIRA DE PAIVA,PT do B,7066,595
2014,MG,BELO HORIZONTE,MATEUS NUNES,PDT,1203,59
2014,MG,BELO HORIZONTE,MATHEUS COSTA DE ALMEIDA,PSTU,1699,36
2014,MG,BELO HORIZONTE,MAURA MARIA DA SILVA FOUREAUX MACEDO,PTB,1456,152
2014,MG,BELO HORIZONTE,MAURICIO VALLE SALLES,PV,4345,273
2014,MG,BELO HORIZONTE,MAURILIO BARBOSA DA SILVA,PDT,1260,724
2014,MG,BELO HORIZONTE,MAURILO DE CERQUEIRA MARINHO,PSOL,5012,125
2014,MG,BELO HORIZONTE,MAURO CESAR ALVES DE SOUSA,SD,7734,185
2014,MG,BELO HORIZONTE,MAURO DE OLIVEIRA,PT do B,7082,2
2014,MG,BELO HORIZONTE,MAURO FERNANDES LOPES DE LIMA E SOUSA,PDT,1201,818
2014,MG,BELO HORIZONTE,MAURO JORGE DE PAULA BOMFIM,PMN,3300,748
2014,MG,BELO HORIZONTE,MAURO LUCIO DA SILVA,PRTB,2840,12
2014,MG,BELO HORIZONTE,MAURO LUIZ DA SILVA,DEM,2511,25
2014,MG,BELO HORIZONTE,MAURO RIBEIRO LOPES,PMDB,1511,2951
2014,MG,BELO HORIZONTE,MAX FREDSON DE SOUZA MOL,PSTU,1618,45
2014,MG,BELO HORIZONTE,MIGUEL ANGELO DOS SANTOS,PT do B,7076,381
2014,MG,BELO HORIZONTE,MIGUEL CORREA DA SILVA JUNIOR,PT,1330,27549
2014,MG,BELO HORIZONTE,MILENE DAS GRACAS GANDRA,PPL,5412,33
2014,MG,BELO HORIZONTE,MILIANE AMELIA DE AGUIAR,PSDB,4512,744
2014,MG,BELO HORIZONTE,MISAEL ARTUR FERREIRA VARELLA,DEM,2505,1366
2014,MG,BELO HORIZONTE,MOABE SIDONIO DA SILVA,PMN,3346,130
2014,MG,BELO HORIZONTE,MOACIR PEREIRA COIMBRA,PSC,2000,847
2014,MG,BELO HORIZONTE,MOAMED RACHID GARIFF NOLETO DE QUEIROZ,PDT,1233,1733
2014,MG,BELO HORIZONTE,MURILO DE PAIVA,PT do B,7041,449
2014,MG,BELO HORIZONTE,NADIR GRACIANO BRANDAO,PDT,1280,166
2014,MG,BELO HORIZONTE,NANCI JUSSARA MARQUES BARBOSA,PRP,4404,105
2014,MG,BELO HORIZONTE,NANCY GOULART,PTN,1928,6
2014,MG,BELO HORIZONTE,NEIDE PEREIRA DE MELO TANNUS,PMN,3319,4
2014,MG,BELO HORIZONTE,NELSON PAULINO DA COSTA,PSL,1715,8
2014,MG,BELO HORIZONTE,NEUSA ALVES BATISTA,SD,7709,2
2014,MG,BELO HORIZONTE,NEWTON CARDOSO JUNIOR,PMDB,1510,3571
2014,MG,BELO HORIZONTE,NILMARIO DE MIRANDA,PT,1331,11997
2014,MG,BELO HORIZONTE,NILO SERGIO DE MENEZES MACEDO,PT,1388,216
2014,MG,BELO HORIZONTE,NILSON DOS SANTOS,PTN,1975,472
2014,MG,BELO HORIZONTE,NILZETE BANDEIRA TAVARES DE ALMEIDA,PSD,5530,6
2014,MG,BELO HORIZONTE,NIVALDO INACIO MORAIS,PP,1123,176
2014,MG,BELO HORIZONTE,NIVALDO LAGARES PINTO,PDT,1222,137
2014,MG,BELO HORIZONTE,NORMA MARIA LEAO,PSB,4039,70
2014,MG,BELO HORIZONTE,ODAIR JOSE DA CUNHA,PT,1307,1279
2014,MG,BELO HORIZONTE,ODELMO LEAO CARNEIRO SOBRINHO,PP,1199,374
2014,MG,BELO HORIZONTE,OLAVO BILAC PINTO NETO,PR,2245,1790
2014,MG,BELO HORIZONTE,ORLANDO RODRIGUES MONTEIRO,PT do B,7034,19
2014,MG,BELO HORIZONTE,OSWALDO BENTO PEREIRA SANCHES,PTB,1420,0
2014,MG,BELO HORIZONTE,OTAGILDO FERNANDES SIMOES,PSOL,5025,62
2014,MG,BELO HORIZONTE,OVIDIO DANIEL DE SOUZA,PDT,1277,22
2014,MG,BELO HORIZONTE,OVIMAR DOS REIS SOUTO,PTC,3690,2760
2014,MG,BELO HORIZONTE,PABLO DO AMARAL LOPES,PEN,5112,602
2014,MG,BELO HORIZONTE,PATRICIA MARIA COUTINHO NESSIM,PEN,5118,157
2014,MG,BELO HORIZONTE,PATRICK OSORIO DE MELO DOS SANTOS,PCB,2112,91
2014,MG,BELO HORIZONTE,PATRUS ANANIAS DE SOUSA,PT,1333,80262
2014,MG,BELO HORIZONTE,PAULA CAMARGOS PINHEIRO,PSDB,4523,777
2014,MG,BELO HORIZONTE,PAULO ABI-ACKEL,PSDB,4545,5482
2014,MG,BELO HORIZONTE,PAULO ALBERTO RISSO DE SOUZA,PT do B,7090,632
2014,MG,BELO HORIZONTE,PAULO DA COSTA JUNIOR,PSB,4055,668
2014,MG,BELO HORIZONTE,PAULO HENRIQUE GABRIEL,PSTU,1611,15
2014,MG,BELO HORIZONTE,PAULO HENRIQUE LOPES,PTN,1933,59
2014,MG,BELO HORIZONTE,PAULO HENRIQUE PAULINO E SILVA,PT do B,7005,149
2014,MG,BELO HORIZONTE,PAULO RIBEIRO DA GLORIA,PPS,2363,149
2014,MG,BELO HORIZONTE,PAULO SAFADY SIMAO,PSD,5510,4664
2014,MG,BELO HORIZONTE,PAULO SERGIO DO VALLE NOGUEIRA,PPS,2356,502
2014,MG,BELO HORIZONTE,PAULO TELLES DA SILVA,PMDB,1533,1713
2014,MG,BELO HORIZONTE,PEDRO BATISTA,PT,1344,858
2014,MG,BELO HORIZONTE,PEDRO CORREA ALVARENGA BARROS,PPS,2399,79
2014,MG,BELO HORIZONTE,PEDRO WILSON ROCHA,PSL,1720,33
2014,MG,BELO HORIZONTE,PEDRO ZACARIAS DE MAGALHAES FERREIRA,PT,1378,165
2014,MG,BELO HORIZONTE,PRISCILA BATISTA DE MEDEIROS,PSDB,4525,445
2014,MG,BELO HORIZONTE,RAFAEL RIBEIRO TEIXEIRA,PDT,1250,709
2014,MG,BELO HORIZONTE,RAILDA FERNANDEZ COSTA,PPS,2388,16
2014,MG,BELO HORIZONTE,RAIMUNDO BATISTA DA SILVA,PPS,2324,263
2014,MG,BELO HORIZONTE,RAIR ANICIO JUNIOR,PCB,2100,66
2014,MG,BELO HORIZONTE,RANDOLFO JOSE BARBOSA,PV,4322,410
2014,MG,BELO HORIZONTE,RAQUEL DE SOUZA PRADO,PSTU,1666,168
2014,MG,BELO HORIZONTE,RAUL GUILHERME PLASSMANN,PSC,2040,3594
2014,MG,BELO HORIZONTE,REGILAINE ALVES DE CARVALHO,PSB,4014,27
2014,MG,BELO HORIZONTE,REGINA APARECIDA DIAS DOS ANJOS,PMN,3305,1
2014,MG,BELO HORIZONTE,REGINA CARMEM FERNANDES DOS SANTOS,PT do B,7042,202
2014,MG,BELO HORIZONTE,REGINA MARIA CIOFFI BATAGINI,PPS,2345,231
2014,MG,BELO HORIZONTE,REGINALDO LAZARO DE OLIVEIRA LOPES,PT,1312,6593
2014,MG,BELO HORIZONTE,REGINALDO ROSSI DE PAULA,PT do B,7092,782
2014,MG,BELO HORIZONTE,RENATA APARECIDA DE OLIVEIRA VIEIRA,PT do B,7055,77
2014,MG,BELO HORIZONTE,RENATO BARBOSA DE ANDRADE,PP,1100,721
2014,MG,BELO HORIZONTE,RENATO FABIANO MATHEUS,PMN,3313,412
2014,MG,BELO HORIZONTE,RENATO GOMES,PV,4333,454
2014,MG,BELO HORIZONTE,RENZO DO AMARAL BRAZ,PP,1121,844
2014,MG,BELO HORIZONTE,RICARDO ASSUNCAO,PTB,1414,205
2014,MG,BELO HORIZONTE,RICARDO DE OLIVEIRA LOBATO,PSB,4018,307
2014,MG,BELO HORIZONTE,RICARDO FERNANDO PEDROSA,PEN,5123,70
2014,MG,BELO HORIZONTE,RICARDO SARAIVA DIAS,PDT,1206,29
2014,MG,BELO HORIZONTE,ROBERTO ALVES DA SILVA,PT do B,7016,55
2014,MG,BELO HORIZONTE,ROBERTO ANTONIO VERONICA,PSTU,1602,571
2014,MG,BELO HORIZONTE,ROBERTO CARLOS MUNIZ,PT do B,7020,666
2014,MG,BELO HORIZONTE,ROBERTO DE QUEIROZ GONTIJO,PTC,3699,24
2014,MG,BELO HORIZONTE,ROBERTO RIBEIRO GONCALVES,PSB,4032,1320
2014,MG,BELO HORIZONTE,ROBERTO SIMAO,PRTB,2820,0
2014,MG,BELO HORIZONTE,ROBESIO ZEFERINO ROCHA,PDT,1213,154
2014,MG,BELO HORIZONTE,ROBSON GOMES SILVA,PCO,2929,1390
2014,MG,BELO HORIZONTE,ROBSON RAMOS LACERDA,PHS,3199,43
2014,MG,BELO HORIZONTE,RODRIGO BATISTA DE CASTRO,PSDB,4550,26793
2014,MG,BELO HORIZONTE,RODRIGO CAMPOS CHAGAS,PT,1310,566
2014,MG,BELO HORIZONTE,RODRIGO COSTA ARAUJO,PSB,4089,193
2014,MG,BELO HORIZONTE,RODRIGO DOS SANTOS MARQUES PORTO,PT do B,7050,3902
2014,MG,BELO HORIZONTE,RODRIGO MIRANDA MENDES,PT do B,7006,524
2014,MG,BELO HORIZONTE,RODRIGO MOREIRA LADEIRA GRILO,SD,7789,2931
2014,MG,BELO HORIZONTE,RODRIGO OTAVIO SOARES PACHECO,PMDB,1515,5922
2014,MG,BELO HORIZONTE,ROGERIO ALCANTARA DE MELO,PTC,3634,1198
2014,MG,BELO HORIZONTE,ROGERIO GONCALVES DE JESUS,PT,1353,213
2014,MG,BELO HORIZONTE,ROMULO VICTOR PINHEIRO VENEROSO,PV,4344,1599
2014,MG,BELO HORIZONTE,RONALDO BARBOSA GONCALVES,PT,1345,627
2014,MG,BELO HORIZONTE,RONALDO BRAGA,PMDB,1512,74
2014,MG,BELO HORIZONTE,RONALDO MARTINS ROCHA,PRP,4411,17
2014,MG,BELO HORIZONTE,RONALDO RESENDE RIBEIRO,PRB,1001,0
2014,MG,BELO HORIZONTE,ROSANE ALVES DA SILVA,PDT,1235,339
2014,MG,BELO HORIZONTE,ROSIANE APARECIDA VAS TOSTES,PT,1399,31
2014,MG,BELO HORIZONTE,ROSILAINE DE FATIMA CORDEIRO,PSOL,5065,20
2014,MG,BELO HORIZONTE,ROSILENE DO CARMO CARDOSO,PSDC,2707,205
2014,MG,BELO HORIZONTE,ROVILSON DE ASSIS PIMENTEL,PPL,5413,56
2014,MG,BELO HORIZONTE,RUTE DE OLIVEIRA SOUZA,PSC,2034,64
2014,MG,BELO HORIZONTE,RUY MOREIRA DE CARVALHO FILHO,PSB,4009,0
2014,MG,BELO HORIZONTE,SALMA REGINA GALLATE,PSB,4000,613
2014,MG,BELO HORIZONTE,SAMUEL ANGELO DOS SANTOS,PDT,1265,201
2014,MG,BELO HORIZONTE,SANDEMBERG SOARES PEREIRA,PTC,3644,62
2014,MG,BELO HORIZONTE,SANDRA DE SOUZA CRUZ,PTC,3650,137
2014,MG,BELO HORIZONTE,SANDRA MARCELINA DE SOUZA,PROS,9015,9
2014,MG,BELO HORIZONTE,SANDRO GONCALVES DE OLIVEIRA,PT do B,7098,11
2014,MG,BELO HORIZONTE,SANDRO LUCIO DE SOUZA COELHO,PSB,4066,510
2014,MG,BELO HORIZONTE,SARA RAYANNE SILVA AZEVEDO,PSOL,5015,557
2014,MG,BELO HORIZONTE,SAULO MIRANDA PINTO,PSB,4002,154
2014,MG,BELO HORIZONTE,SEBASTIAO DOMINGOS NETO,PDT,1214,99
2014,MG,BELO HORIZONTE,SERGIO LUCIO DE ALMEIDA,PSB,4010,963
2014,MG,BELO HORIZONTE,SIDENIR APARECIDO COELHO VENTURA,PPL,5444,50
2014,MG,BELO HORIZONTE,SIDNEY DE OLIVEIRA LIMA,PT do B,7093,229
2014,MG,BELO HORIZONTE,SILAS BRASILEIRO,PMDB,1570,813
2014,MG,BELO HORIZONTE,SILVANA APARECIDA ELIAS,PSC,2067,122
2014,MG,BELO HORIZONTE,SILVIO CESAR CAMARGO DE OLIVEIRA,PTN,1978,1287
2014,MG,BELO HORIZONTE,SILVIO CESAR CRUVINEL,PDT,1238,63
2014,MG,BELO HORIZONTE,SOLANGE VITORIA LOURENCO OLIVEIRA,PMDB,1516,40
2014,MG,BELO HORIZONTE,SONIA FERREIRA DE AMORIM TERRA,PSB,4035,156
2014,MG,BELO HORIZONTE,SONIA MARA DE PINHO TAVARES,PMDB,1525,92
2014,MG,BELO HORIZONTE,SONIA MARIA DE DEUS VIEIRA,PSB,4021,136
2014,MG,BELO HORIZONTE,SONIA MARIA FERREIRA,PP,1156,21
2014,MG,BELO HORIZONTE,SONIA MARIA FERREIRA,PSDB,4517,154
2014,MG,BELO HORIZONTE,STEFANO AGUIAR DOS SANTOS,PSB,4044,29406
2014,MG,BELO HORIZONTE,STENIA ARAUJO JOURINK,PSTU,1615,24
2014,MG,BELO HORIZONTE,STENIO MESSIAS DOS SANTOS,PSTU,1631,69
2014,MG,BELO HORIZONTE,STOESSEL LUIZ VINHAS RIBEIRO,PPS,2300,68
2014,MG,BELO HORIZONTE,SUELY GOMES,PTC,3607,179
2014,MG,BELO HORIZONTE,TAMIRES MARTINS SILVA,PMN,3393,1
2014,MG,BELO HORIZONTE,TANIA GERALDA DE SOUZA SILVA,PTC,3677,63
2014,MG,BELO HORIZONTE,TANIA RAQUEL DE QUEIROZ MUNIZ,PSC,2010,1863
2014,MG,BELO HORIZONTE,TEREZA CRISTINA DE ALMEIDA FREITAS,PT do B,7026,24
2014,MG,BELO HORIZONTE,TEREZINHA GUNDIM BIAGI,PSDB,4546,120
2014,MG,BELO HORIZONTE,THAIS CLAUDIA D AFONSECA DA SILVA,PT do B,7037,857
2014,MG,BELO HORIZONTE,THAIS RIBEIRO,PR,2288,9
2014,MG,BELO HORIZONTE,THEREZINHA SANT ANNA COUTO,PSB,4053,226
2014,MG,BELO HORIZONTE,THIAGO FERREIRA CAMARGOS,PCB,2121,271
2014,MG,BELO HORIZONTE,TILDEN JOSE SANTIAGO,PSB,4004,1257
2014,MG,BELO HORIZONTE,TUANE GARCIA ROCHA,PROS,9040,4
2014,MG,BELO HORIZONTE,URBANO ABRAO SIMAO,PDT,1211,95
2014,MG,BELO HORIZONTE,VAGNER ALVES CLEMENTE,PSB,4041,872
2014,MG,BELO HORIZONTE,VALERIA GOMES DOS SANTOS,PTB,1457,12
2014,MG,BELO HORIZONTE,VALERIO NETO DE OLIVEIRA,PR,2204,240
2014,MG,BELO HORIZONTE,VALERIO VIEIRA DOS SANTOS,PSTU,1616,70
2014,MG,BELO HORIZONTE,VALTER PEREIRA DE OLIVEIRA,PDT,1215,29
2014,MG,BELO HORIZONTE,VANDERLEI DORNELAS TOMAZ,PSC,2021,48
2014,MG,BELO HORIZONTE,VANDERLEI SANTOS,PT,1386,19
2014,MG,BELO HORIZONTE,VANILDA CARDOSO OLIVEIRA DE ARAUJO,PTN,1934,57
2014,MG,BELO HORIZONTE,VERONICA LUCIA DE CARVALHO,PT do B,7063,188
2014,MG,BELO HORIZONTE,VICENTE DINAERTI CARVALHO,PSDB,4528,93
2014,MG,BELO HORIZONTE,VICENTE DOS REIS MARINHO,PV,4353,356
2014,MG,BELO HORIZONTE,VILMAR DE SOUZA E SILVA,PTN,1919,895
2014,MG,BELO HORIZONTE,VILSON ANTONIO DOS SANTOS,PTB,1400,342
2014,MG,BELO HORIZONTE,VILSON LUIZ DA SILVA,PSB,4057,878
2014,MG,BELO HORIZONTE,VINICIUS SAMOR DE LACERDA,PT do B,7099,54
2014,MG,BELO HORIZONTE,VITOR PENIDO DE BARROS,DEM,2526,3325
2014,MG,BELO HORIZONTE,WADSON NATHANIEL RIBEIRO,PC do B,6510,3723
2014,MG,BELO HORIZONTE,WAGNER JOSE DA SILVA,PSC,2041,3
2014,MG,BELO HORIZONTE,WAGNER WELLYNGTHON DE BUENO BRANDAO,PSDB,4567,795
2014,MG,BELO HORIZONTE,WALKYRIA DE PAULA,PSDB,4554,463
2014,MG,BELO HORIZONTE,WALTER DA ROCHA TOSTA,PSD,5567,36565
2014,MG,BELO HORIZONTE,WALTER FERREIRA DA COSTA,PPL,5445,147
2014,MG,BELO HORIZONTE,WALTER FERREIRA DE ARAUJO,PSDB,4540,285
2014,MG,BELO HORIZONTE,WALTER MOURISSO,PTC,3639,15
2014,MG,BELO HORIZONTE,WANDER CARLOS GOMES,PT do B,7002,519
2014,MG,BELO HORIZONTE,WANDER GUIMARAES DAMACENO,PSB,4056,5416
2014,MG,BELO HORIZONTE,WANDERLEI FERNANDES BATISTA,PDT,1258,156
2014,MG,BELO HORIZONTE,WANDERLEIA DE JESUS,PPS,2303,72
2014,MG,BELO HORIZONTE,WANDERLINO TEIXEIRA DE SOUZA,PHS,3122,25
2014,MG,BELO HORIZONTE,WANDERSON MATOZINHO DE SOUZA,PTC,3600,1414
2014,MG,BELO HORIZONTE,WATSON AGUIAR,PTC,3621,5
2014,MG,BELO HORIZONTE,WEDER DE OLIVEIRA MATTOS,PT do B,7044,112
2014,MG,BELO HORIZONTE,WEDERSON OSMAR MOREIRA,PHS,3144,320
2014,MG,BELO HORIZONTE,WELITON FERNANDES PRADO,PT,1391,24733
2014,MG,BELO HORIZONTE,WELLINGTON ANTONIO VIEIRA,PTN,1900,5238
2014,MG,BELO HORIZONTE,WELTON LUIZ DE MELO,PTC,3636,786
2014,MG,BELO HORIZONTE,WILIAM TEIXEIRA RODRIGUES,PC do B,6530,408
2014,MG,BELO HORIZONTE,WILLIAM MOURA DE CARVALHO,PTN,1901,230
2014,MG,BELO HORIZONTE,WILLIAM SOARES DA SILVA,PHS,3171,118
2014,MG,BELO HORIZONTE,WILLIAN HERCULANO VIEIRA,PCB,2110,26
2014,MG,BELO HORIZONTE,WILLIAN SOARES DO CARMO,PPL,5415,66
2014,MG,BELO HORIZONTE,WILSON CALIXTO NOGUEIRA,PDT,1240,67
2014,MG,BELO HORIZONTE,WIRIS CARLOS LOPES,PHS,3132,42
2014,MG,BELO HORIZONTE,WOSHINGTON LUIS VIANA,PMDB,1501,195
2014,MG,BELO HORIZONTE,ZENILDA PEREIRA DE ALMEIDA MARCHEZINE,DEM,2501,959
2014,MG,BELO HORIZONTE,VIRGILIO MENDES,UFMG,420420,NA
2014,MG,BELO HORIZONTE,EDUARDO TAMAKI,NA,313100,11
2014,MG,BELO HORIZONTE,LAURA BEGHINI,UFMG,NA,8
2014,NA,BELO HORIZONTE,ROMULO DAMASCENO,UFMG,98263,9
